timestamp,distance_from_safe_zone,heart_rate,speed,wandering_label
2023-08-15 22:07:14.203420336,405,79,2.404968197104762,1
2020-05-19 02:25:35.913591358,0,68,0.0196876846764939,0
2022-02-22 00:40:36.723672360,385,94,0.7382021392627947,1
2021-07-17 13:32:14.473447344,476,110,1.0732377438509904,1
2022-05-06 09:03:56.543654368,446,66,3.318529098978857,1
2021-04-04 12:43:51.143114312,416,114,0.3243960904696924,1
2021-04-27 21:48:39.531953192,19,88,2.5318077981525415,1
2021-03-15 05:17:33.105310528,12,90,3.644266849368829,1
2023-08-08 04:15:46.174617456,464,99,0.07454394441509249,1
2023-02-09 07:27:09.882988288,304,82,0.7038210934961009,1
2022-12-22 19:12:41.476147616,0,75,0.21566012929466538,0
2023-03-06 10:36:49.900990096,352,93,1.2249010796692112,1
2023-09-11 19:21:45.850585056,366,111,3.768479463173771,1
2020-06-03 07:07:43.366336632,385,115,4.1604415884041535,1
2021-04-05 20:17:29.864986496,370,76,1.3809190720325186,0
2021-07-07 08:03:53.303330328,404,97,4.808933071542802,1
2023-09-04 15:31:55.031503136,162,73,0.7707547332155607,0
2023-02-17 08:19:26.516651664,149,106,0.9757653028386043,0
2023-01-06 13:23:36.021602160,123,68,4.12873241133669,0
2022-11-22 13:18:50.873087296,343,62,2.090258014815112,1
2020-04-21 15:09:27.056705670,0,74,0.46793943162159995,0
2022-01-03 08:22:53.897389736,403,78,2.8148461745210147,1
2021-12-17 09:35:54.815481544,181,82,4.446940462116159,1
2023-03-28 12:07:59.567956784,56,113,1.3573069194958687,0
2022-09-26 20:41:41.530153008,0,68,0.2665164424695383,0
2020-11-12 08:06:54.761476144,140,61,0.0025499450797178413,0
2020-09-29 01:34:11.125112508,0,60,0.4565440890259695,0
2023-02-20 23:59:34.077407728,211,69,0.7250608369814265,0
2023-08-26 00:05:11.071107104,203,104,4.960357752482556,1
2020-12-07 21:47:47.686768676,338,80,3.428718661652418,1
2022-03-18 13:48:39.531953192,0,62,0.308904231410554,0
2022-09-12 06:01:11.287128704,148,90,1.9368129191067562,1
2021-08-07 21:31:22.628262824,0,70,0.19163542009144358,0
2020-06-13 02:04:51.629162916,84,110,0.09605266536757417,1
2023-06-26 12:17:29.864986496,22,91,4.639770911958907,1
2021-08-14 14:50:00.540054000,0,61,0.19651412914150684,0
2023-01-21 07:34:30.567056704,422,67,4.202108462703972,1
2020-04-21 18:39:51.359135912,201,64,4.049725045764514,0
2020-12-08 11:49:24.896489648,198,85,2.070309701066707,1
2021-08-17 19:58:55.193519352,458,77,4.708154597500112,1
2022-11-20 08:42:46.336633664,143,99,1.1861611492179018,0
2021-09-08 00:27:39.045904584,0,61,0.20910247080755867,0
2023-03-07 21:40:52.925292528,209,72,2.1915194020104534,0
2022-05-22 07:18:05.508550848,191,100,2.129628896790385,1
2021-05-04 11:36:53.141314128,0,71,0.4111416105475472,0
2021-11-17 00:11:39.909990992,107,70,4.299373750351342,1
2021-05-11 15:26:43.960396040,337,81,4.056968561722055,1
2021-08-19 07:02:58.217821776,0,72,0.04428882996497757,0
2023-08-29 19:15:42.934293424,447,79,0.7218774899146413,0
2020-06-27 20:15:46.174617460,431,117,3.343315449058437,1
2022-07-08 08:28:30.891089104,184,100,3.297296984886557,1
2021-04-01 04:04:32.187218720,0,71,0.05085114183738054,0
2020-03-15 12:26:34.239423942,235,105,1.5827539973881195,1
2022-04-26 14:06:48.280828080,257,88,0.19034115574939836,0
2023-04-10 08:43:38.181818176,0,65,0.28959747017639753,0
2023-10-07 23:04:15.985598544,0,79,0.49683492278258273,0
2020-01-15 00:38:53.033303330,336,84,2.949803232380443,1
2022-09-03 04:36:04.536453632,0,79,0.2673373540916441,0
2020-08-08 22:12:25.274527452,143,84,0.3759827710478958,1
2023-07-08 11:50:42.664266416,0,74,0.09333699109787053,0
2020-01-18 09:18:11.989198919,183,84,1.698226615360074,1
2023-02-12 09:05:40.234023392,0,65,0.10391440214655989,0
2022-08-10 05:29:38.937893776,265,113,1.0704373429426068,1
2020-01-05 19:43:21.980198019,56,71,0.4392809216325727,0
2023-02-26 09:44:33.267326720,29,87,2.9408205504010336,1
2022-09-24 23:06:25.598559856,160,77,4.604310459731275,1
2022-03-03 02:05:43.474347432,246,101,4.780475815626742,1
2020-06-05 01:12:34.995499550,366,65,0.9933031758565902,1
2020-07-15 19:35:35.373537352,14,105,2.6950411878014986,1
2021-11-24 14:32:43.636363632,0,78,0.3495829614478675,0
2022-05-27 10:02:16.093609360,135,80,0.5226213578215594,0
2022-06-01 09:16:02.376237616,429,70,2.026760170110869,1
2021-07-11 17:16:02.376237624,460,113,2.287835617861507,1
2023-05-19 02:00:58.325832576,383,64,3.3931192837013917,1
2022-02-08 21:04:09.504950488,74,90,2.0809625383740227,1
2022-10-04 18:03:33.861386128,0,62,0.1775227185614895,0
2022-02-14 17:20:21.602160208,361,76,3.3707971109981685,1
2020-01-05 12:42:33.375337533,0,72,0.28855482473189115,0
2022-04-09 01:18:11.989198912,200,96,2.786857788590111,1
2021-10-02 20:36:30.459045904,447,68,3.5045334206472707,1
2020-01-05 05:41:44.770477047,0,73,0.36757939895970027,0
2021-09-05 23:21:58.811881184,0,76,0.1904062897259669,0
2023-01-01 21:10:38.343834384,424,101,1.4943107926332173,1
2020-04-17 09:27:42.286228622,99,100,1.4491773118982016,0
2020-10-29 00:27:13.123312328,0,79,0.18040929227166513,0
2020-01-16 11:42:56.057605760,290,75,2.046895408851154,0
2023-11-10 03:06:12.637263712,69,115,1.3292276690487608,1
2023-07-23 13:02:25.814581456,0,73,0.11794645203625953,0
2023-03-17 20:08:25.490549040,299,109,4.1338129099182614,1
2020-11-22 03:04:03.024302428,172,116,4.369785613736724,1
2020-05-25 02:12:12.313231322,63,118,0.34517208398833266,1
2023-10-07 05:32:14.473447344,150,69,1.6337619468918736,1
2022-10-28 06:38:46.552655264,438,77,2.545981765690298,1
2022-09-18 23:19:49.198919888,326,95,1.9791840437844792,1
2020-02-22 14:25:48.874887488,273,78,2.3894149731599494,0
2020-02-14 10:03:07.938793879,28,111,1.460904997090085,0
2021-01-18 20:14:02.484248424,165,104,3.6282773182193315,1
2023-08-02 22:01:11.287128704,158,73,3.7191238519256613,1
2021-10-21 09:57:56.867686768,79,116,3.1390621453500267,1
2022-05-13 12:53:47.362736272,74,106,1.8191665392007172,1
2023-04-29 15:37:06.102610256,420,82,1.0830650073309194,1
2021-03-28 22:55:37.533753376,0,70,0.40166056351186885,0
2022-04-13 06:59:56.759675960,0,66,0.46078228786867237,0
2021-07-23 13:18:50.873087304,118,109,4.7430508489547165,1
2022-03-05 20:43:25.220522048,262,66,0.6228377387730777,0
2023-03-04 16:31:58.271827168,391,89,2.872550497624311,1
2020-03-31 17:41:31.809180918,0,71,0.4933064283421544,0
2022-11-23 03:20:28.082808272,104,106,4.640262620343968,1
2020-12-30 23:51:47.470747072,360,69,3.1694192010980577,1
2020-04-14 04:18:47.632763276,78,68,0.3897503471545938,0
2023-05-12 19:13:33.321332128,159,86,1.6762395046561256,1
2021-02-21 03:46:23.438343832,17,87,4.843830197840966,1
2021-09-15 18:19:07.074707464,133,99,4.044005530677273,1
2021-02-28 21:37:51.467146712,112,71,0.05686683002324333,0
2023-03-26 14:32:43.636363632,390,87,2.635471714897086,1
2021-10-21 20:29:09.774977496,23,118,1.9410554982155097,1
2020-07-03 06:00:45.364536452,325,88,4.324998063030265,1
2021-04-06 17:19:55.679567952,191,104,3.5860273994721927,1
2020-05-21 17:32:53.357335732,113,119,0.61098380914619,0
2021-07-25 14:24:31.107110704,0,63,0.09698307574178489,0
2022-01-29 12:05:24.032403232,29,89,4.6992797944693185,1
2023-07-16 12:42:59.297929792,37,112,0.1482003632586143,0
2020-02-07 20:14:54.329432943,0,79,0.13457818880571382,0
2021-07-07 18:35:06.210621056,0,62,0.010171968307122914,0
2023-09-06 13:07:10.963096304,48,84,1.944514869457491,1
2020-03-12 03:47:15.283528352,0,69,0.1562968003388716,0
2023-03-01 07:52:39.315931584,301,68,1.0209953129638805,0
2020-03-16 16:29:48.658865886,321,74,3.579794520696985,1
2023-05-03 21:18:50.873087296,0,75,0.20995926077101423,0
2020-02-15 10:35:58.055805580,0,73,0.18910960844972313,0
2021-04-17 02:18:41.152115208,373,87,0.21219862895870634,1
2023-03-04 23:32:46.876687664,173,94,4.9559900515959505,1
2022-12-25 13:50:23.222322224,9,108,0.9605059029969465,0
2023-11-30 10:32:30.675067504,161,78,2.70004176079789,0
2022-01-27 07:29:19.495949592,371,105,2.551536321056129,1
2023-03-26 00:31:06.426642656,483,79,0.5794985962137689,1
2022-08-07 21:23:10.099009888,0,70,0.31855822440614917,0
2022-09-19 02:50:13.501350128,78,119,2.4813882952870108,1
2023-02-09 14:27:58.487848784,0,64,0.48448197152022227,0
2021-02-03 21:58:35.751575156,261,118,3.090363398608309,1
2023-02-19 16:25:55.355535552,216,86,1.612774654730727,1
2022-07-03 19:45:57.515751568,27,63,3.3445696361713884,0
2023-04-13 20:53:21.440144000,0,72,0.21545744633943015,0
2020-07-01 04:55:05.130513050,0,68,0.1357439430712779,0
2023-09-25 23:31:03.186318624,0,75,0.22307539124712972,0
2021-09-04 19:18:44.392439240,232,64,1.3764506788340207,0
2023-03-14 22:00:19.441944192,397,96,2.4576962213259845,1
2022-12-13 21:17:59.027902784,486,73,4.03804849517502,1
2021-05-16 18:10:54.545454544,171,117,1.9227275632126912,1
2022-02-25 05:49:31.377137712,285,97,1.384304657732824,1
2020-05-19 23:28:01.728172816,0,72,0.2333529424607988,0
2020-03-01 18:48:29.810981098,0,75,0.0470325245186648,0
2022-04-18 20:15:20.252025200,102,105,2.4027967715037803,1
2022-09-09 21:54:42.448244816,0,69,0.33292586454931106,0
2021-10-02 03:04:28.946894688,0,62,0.35903455134855256,0
2022-01-29 05:04:35.427542752,43,101,2.50415633143301,1
2020-06-11 11:30:24.302430242,0,68,0.013300115231502707,0
2021-01-27 18:08:44.932493248,443,66,0.9125111150028742,0
2022-08-03 15:41:25.328532848,368,75,4.101502976413126,1
2023-07-12 14:02:03.132313216,77,104,1.4914633921538833,0
2023-02-14 17:12:09.072907280,59,90,1.3417403362427482,0
2021-05-13 06:01:11.287128712,364,80,0.8978938030526651,1
2020-01-12 16:32:24.194419441,67,63,4.683597396636756,0
2021-11-05 00:38:27.110711064,0,71,0.1631305977335331,0
2020-07-19 14:46:07.236723672,359,78,3.976891556651798,1
2020-08-08 11:41:12.367236724,176,69,3.408137491798884,0
2022-07-30 06:29:16.255625552,175,112,2.314870059373773,1
2021-03-24 13:43:28.460846080,250,75,2.936947372281065,0
2021-03-16 12:51:11.827182712,262,81,1.0206114227904883,0
2021-12-05 13:33:06.318631856,95,84,1.5543505860873652,1
2023-02-16 18:17:49.306930688,377,67,4.222732096373537,1
2020-01-14 10:37:15.823582358,220,82,3.203456338083504,1
2023-10-08 09:35:28.892889280,309,115,1.2795504821096189,1
2022-08-22 05:02:51.737173712,428,89,1.9688020018978163,1
2021-10-11 00:59:11.395139512,0,61,0.4006007049634754,0
2023-01-15 14:48:42.772277216,0,79,0.3275397401461226,0
2021-07-14 04:52:55.517551752,177,83,3.037668956390251,1
2023-11-18 10:59:17.875787568,0,67,0.48577009715425756,0
2021-09-23 08:40:10.801080104,122,73,4.902635841486464,0
2021-05-10 18:24:18.145814576,321,97,0.39919465675200105,1
2021-11-25 04:34:20.846084608,232,92,3.987134651915913,1
2022-11-22 02:47:37.965796576,130,103,0.8374154298812037,1
2023-09-04 19:02:19.333933392,344,62,1.4374268157125765,0
2020-12-10 19:55:53.735373536,0,74,0.18640683858218027,0
2020-06-16 14:14:34.887488748,179,109,4.477378028761969,1
2022-04-07 17:44:33.267326728,300,99,3.702583997787273,1
2023-03-25 17:30:17.821782176,408,64,3.5507889063361544,1
2021-12-23 02:21:42.610261024,219,76,0.9777850547789452,0
2021-06-19 01:43:15.499549952,0,72,0.2530123222251882,0
2020-08-16 05:32:40.396039604,160,87,4.903713626125988,1
2021-08-23 19:45:31.593159312,0,73,0.3874581936900692,0
2023-08-15 04:35:12.691269120,112,97,1.6962929386723047,1
2023-09-17 05:06:45.040504048,474,67,0.2446077398749974,1
2023-06-01 09:07:49.846984688,358,85,4.0779971844038725,1
2020-04-26 00:21:36.129612960,0,77,0.3722762981018831,0
2022-05-05 05:00:42.124212416,208,71,4.299996093909003,1
2023-01-18 02:25:35.913591360,90,72,0.4932644813544873,0
2020-08-20 18:15:13.771377136,0,70,0.3288112969510112,0
2022-12-19 17:34:11.125112512,0,77,0.28546643783099174,0
2022-02-08 10:32:56.597659760,0,67,0.20683288836368452,0
2022-11-10 03:14:25.166516640,426,70,3.6652359294579187,1
2020-01-13 20:35:38.613861386,200,118,0.3545665539299553,0
2023-06-24 07:41:25.328532848,98,93,4.19510979167103,1
2023-11-22 20:11:26.948694864,299,103,2.312925355196378,1
2023-10-12 01:15:36.453645360,0,73,0.3426803063810916,0
2022-09-13 17:05:14.311431136,0,74,0.3798786890840327,0
2021-05-26 13:08:02.808280824,258,77,4.537531746326983,0
2020-11-22 06:34:27.326732672,499,82,0.7766498365909402,1
2021-02-13 09:54:55.409540952,374,94,4.838320990732104,1
2021-10-08 06:21:29.648964896,456,79,4.130410348150116,1
2022-04-07 07:13:20.360036000,202,109,4.133054831759833,1
2022-11-13 11:53:44.122412240,0,76,0.2587076299811594,0
2023-05-03 00:16:25.058505840,244,106,1.869675130856947,1
2020-11-09 16:59:37.317731772,483,81,0.197977858995389,1
2023-03-10 05:47:21.764176416,222,114,1.4856930978398357,1
2022-08-15 01:13:00.918091808,96,61,1.2602967593477876,0
2023-01-21 14:35:19.171917184,401,64,0.33707313571423925,0
2022-06-19 12:06:15.877587760,184,87,0.19591891005625417,0
2020-08-06 07:05:07.830783076,377,60,3.857850852422668,1
2023-01-29 08:26:47.200720064,197,75,0.9277270003897647,0
2022-11-02 09:22:57.137713760,0,72,0.08625277859761488,0
2020-07-24 17:30:17.821782176,10,113,0.6969558686517535,0
2022-09-04 12:09:43.258325824,232,66,2.3364761931422495,0
2021-05-11 18:57:08.262826280,0,77,0.11534292173072425,0
2020-01-16 18:43:44.662466246,0,69,0.23627052701955897,0
2022-04-03 08:32:24.194419440,0,66,0.4762978359732808,0
2023-05-24 04:45:08.910891088,0,77,0.15787865533697676,0
2022-08-22 19:04:28.946894688,308,118,0.26153426754842835,1
2020-06-08 06:21:29.648964896,186,77,2.3223807285866913,1
2022-03-23 06:01:37.209720968,251,119,3.302459631606194,1
2023-10-07 02:01:50.171017088,346,68,1.9302388327865523,1
2023-04-04 15:57:50.387038704,243,69,4.1924860895573755,0
2023-06-19 18:58:51.953195312,357,83,3.119721083979802,1
2022-08-21 15:01:14.527452736,0,64,0.381110813584933,0
2020-04-01 00:42:20.414041404,33,99,1.2651577176606998,1
2022-09-30 19:22:37.695769568,237,111,1.560365091477112,1
2021-12-04 05:59:27.596759672,420,111,1.4649845345576602,1
2022-08-15 08:13:49.522952288,475,105,4.32318186480525,1
2023-01-05 02:19:32.997299728,0,77,0.4717518015851117,0
2022-04-26 17:37:12.583258320,361,100,3.8559084805911406,1
2022-12-22 12:11:52.871287120,0,77,0.03374812264961491,0
2021-09-08 03:58:03.348334832,270,60,2.1792055182600603,1
2022-05-17 22:05:56.435643552,129,61,4.821129779383753,1
2023-05-26 23:22:50.657065696,447,114,0.4872797362236292,1
2022-07-28 05:23:36.021602160,0,61,0.3455286820617109,0
2022-09-24 09:04:48.388838880,0,69,0.19137059293215813,0
2021-08-26 10:52:49.036903688,0,74,0.05716542441471739,0
2023-02-13 20:09:43.258325824,0,63,0.29470180660127326,0
2023-02-06 19:50:16.741674160,452,112,2.5817708133324797,1
2021-11-20 19:22:11.773177312,0,65,0.16241762890353256,0
2020-08-29 02:08:19.009900988,0,73,0.41461584637487503,0
2021-08-27 21:56:52.061206120,403,83,2.783452907051547,1
2020-08-24 06:24:57.029702968,275,82,1.3744254580369974,1
2020-10-23 11:11:49.630963096,162,67,2.153338447664201,0
2023-05-29 10:59:43.798379824,160,74,2.805665281794616,0
2021-10-30 11:23:03.618361832,443,64,2.217506912750208,1
2021-08-06 06:56:55.301530152,249,114,1.2883095991834264,1
2022-12-13 17:47:34.725472544,483,80,3.136263940093504,1
2022-06-17 11:00:35.643564352,294,107,2.1001735333164104,1
2021-12-18 03:07:56.327632760,407,113,0.5023310575425033,1
2022-01-04 08:55:44.014401432,0,62,0.33484869364586634,0
2023-04-21 21:45:38.073807376,0,75,0.2178191941830701,0
2021-11-22 06:26:14.797479744,0,75,0.47364848169642926,0
2023-01-07 20:57:14.743474336,128,97,4.0511973144963385,1
2023-04-03 11:54:35.967596752,69,118,4.445354627440819,1
2020-08-22 15:50:29.702970296,0,78,0.017973940598008886,0
2021-11-28 09:43:15.499549952,119,91,4.727717810879847,1
2023-03-30 20:14:28.406840672,271,116,2.492389221189324,1
2022-10-12 15:25:26.192619248,199,92,2.020819107664966,1
2022-05-27 06:31:51.791179120,0,77,0.16574087020043077,0
2023-02-03 04:10:09.180918080,459,98,4.208158660235592,1
2021-06-01 09:24:14.905490544,432,112,1.545271210001749,1
2020-02-26 16:37:09.342934293,155,103,1.672466670057755,1
2020-09-19 03:06:38.559855984,0,64,0.46624271338331713,0
2023-06-29 17:26:24.518451840,448,113,0.9454552217945134,1
2021-12-19 17:42:23.654365432,111,102,1.476149886858174,0
2022-03-20 00:52:42.556255624,60,60,3.735338671550914,1
2021-07-19 18:08:19.009900984,0,67,0.4047550922034388,0
2023-07-19 17:51:53.951395136,67,114,1.849531159982165,1
2020-11-25 08:12:57.677767776,301,63,3.6784437433510226,1
2021-05-13 13:01:59.891989192,0,76,0.4055214709137563,0
2022-03-08 15:21:06.966696664,314,98,3.8928663297895616,1
2021-12-24 23:56:58.541854184,173,78,3.4786526401619904,1
2022-12-16 15:55:40.774077408,0,67,0.10287462753668336,0
2022-03-02 01:32:53.357335728,0,66,0.2657630377625034,0
2022-12-17 02:26:53.681368128,0,79,0.19565025082247134,0
2022-12-19 07:02:58.217821776,290,65,4.016564561036103,0
2023-08-22 15:25:52.115211520,31,78,0.7371821816126611,0
2021-12-09 19:14:51.089108904,227,99,3.3217934582732216,1
2020-10-22 21:10:12.421242124,0,67,0.28638322921393294,0
2021-01-17 02:09:10.855085508,0,71,0.08580417487373804,0
2022-12-15 11:52:26.354635456,0,64,0.07543169274328132,0
2021-03-03 12:45:08.910891088,380,66,0.7752986070620671,0
2020-06-12 19:04:03.024302430,48,89,4.31653083488974,1
2021-03-01 04:38:40.072007200,0,70,0.45278925048631014,0
2023-04-05 05:59:27.596759664,15,92,2.436712654265895,1
2022-12-14 18:20:24.842484240,430,88,1.217062160400682,1
2021-05-23 18:30:21.062106208,0,70,0.17870675966163713,0
2020-04-26 03:52:00.432043204,466,69,1.761732059140047,1
2020-08-18 03:07:56.327632760,0,65,0.4495635505033059,0
2022-06-21 09:41:31.809180912,450,107,2.0191484822233567,1
2022-07-04 13:17:59.027902784,268,80,1.0670721760844848,0
2020-12-25 03:35:35.373537352,335,72,1.7677663843622016,1
2021-04-28 22:21:29.648964896,300,61,1.1801380259641259,0
2020-07-02 01:57:30.945094508,0,65,0.363007177157452,0
2022-09-25 13:08:02.808280816,66,110,4.056314248334639,1
2023-07-08 22:21:55.571557152,486,80,3.7202154034543495,1
2021-07-14 15:24:08.424842480,0,79,0.08327422489279152,0
2021-10-04 14:41:22.088208816,0,76,0.051810731462486936,0
2021-06-09 06:46:07.236723672,84,81,2.659844803895917,1
2022-08-25 10:11:46.390639056,19,69,2.8026929402587486,0
2023-05-09 17:35:02.970297024,50,84,3.8317398191552794,1
2020-11-06 08:20:18.361836180,142,77,2.7114506950568344,0
2021-04-18 02:51:31.269126912,316,89,0.25052713252485925,1
2022-02-28 10:58:26.030603056,0,61,0.46041239722535265,0
2022-05-26 09:29:25.976597648,34,87,3.190515045686312,1
2022-05-17 15:05:07.830783072,0,63,0.24789843747016393,0
2020-10-25 19:18:18.469846984,33,116,3.7378905973798755,1
2020-08-18 13:39:09.234923492,308,61,2.6012779230671357,1
2020-01-03 01:05:40.234023402,0,62,0.4907140402400482,0
2021-01-25 13:32:40.396039600,0,77,0.3328997049878307,0
2022-10-22 03:21:45.850585056,0,78,0.4804879794531999,0
2023-06-28 02:51:57.191719168,259,117,1.6193488395190587,1
2023-07-16 23:14:12.205220512,0,69,0.061993603313183654,0
2021-12-04 02:29:03.294329432,0,65,0.03940572460728087,0
2020-06-07 09:19:03.834383438,352,93,0.8804824013372953,1
2021-12-29 02:08:19.009900984,26,90,0.1277714232468974,1
2022-11-11 10:48:03.888388832,8,96,3.499593874192111,1
2021-02-25 09:28:08.208820880,0,78,0.2719881289799206,0
2020-02-18 15:44:52.709270927,0,60,0.37874408604115156,0
2022-11-18 14:37:54.707470736,334,92,2.2007481567297926,1
2021-09-30 01:58:48.712871280,292,92,4.269111872731132,1
2021-03-25 21:17:07.182718272,156,105,2.1294173223251462,1
2022-11-18 11:07:30.405040496,0,74,0.26074749469798486,0
2023-12-18 20:23:32.781278112,0,61,0.0600774261572905,0
2023-07-19 03:50:16.741674160,0,61,0.29529889695238437,0
2020-02-08 10:16:31.539153915,484,74,1.2769868708222258,0
2021-09-25 16:46:39.639963992,17,79,2.19981574753846,0
2023-07-23 16:32:50.117011696,0,70,0.13413910625635672,0
2023-05-19 05:31:22.628262816,121,61,2.7447475502331975,1
2022-05-12 12:20:57.245724560,82,97,2.821157814287858,1
2020-08-06 21:06:45.040504048,59,104,4.658988272329993,1
2021-09-04 05:17:07.182718272,329,107,4.181715978929187,1
2022-12-29 16:01:43.690369024,407,105,4.287020847317955,1
2023-11-09 23:35:48.334833472,0,74,0.32206968686748594,0
2023-04-29 05:05:53.195319520,240,85,2.412880918605037,1
2023-01-14 00:14:15.445544544,0,67,0.48961490793420703,0
2020-03-14 01:22:31.215121512,316,100,1.0724693719469125,1
2023-08-30 16:18:08.748874880,0,74,0.048618984547790844,0
2023-10-07 12:33:03.078307824,73,69,1.132518277224479,0
2021-03-28 05:23:36.021602160,91,93,4.791546813514675,1
2021-11-07 15:45:44.554455440,190,76,3.1873181443881156,0
2020-02-23 14:58:38.991899190,307,116,3.4484434033114555,1
2021-08-15 22:23:39.261926192,391,105,0.48293615134472834,1
2023-04-09 08:10:48.064806480,49,82,4.034565757462326,1
2021-11-07 12:15:20.252025200,0,79,0.24179634537593503,0
2022-06-05 21:58:35.751575152,238,104,4.556176816290741,1
2021-01-24 05:59:01.674167416,241,81,4.324169072882425,1
2020-05-29 21:55:34.293429342,213,68,2.7593181791724946,0
